year,capex_mln,capex_cumulative_mln,procurement_mln,reservation_mln,take_or_pay_extra_mln,holding_mln,fixed_opex_mln,total_mln,discounted_mln,cost_per_served_t_mln
2035,90,90,1909.5572,61.5,0,24.4498341,0,2085.507034,2085.507034,20.85507034
2036,180,270,1280.2807,79.5,0,22.99982199,6,1568.780522,1426.164111,11.20557516
2037,1250,1520,1304.3513,102,0,28.70457864,12,2697.055879,2228.971801,14.19503094
2038,0,1520,1640.515167,102,0,35.063676,82,1859.578843,1397.129108,7.438315371
2039,0,1520,2125.9781,102,0,41.2222182,82,2351.200318,1605.901454,7.347500994
2040,0,1520,1714.113667,102,824.6,41.47745472,82,1939.591121,1204.333485,4.973310568
