year,capex_mln,capex_cumulative_mln,procurement_mln,reservation_mln,take_or_pay_extra_mln,holding_mln,fixed_opex_mln,total_mln,discounted_mln,cost_per_served_t_mln
2035,0,0,1909.5572,61.5,0,24.4498341,0,1995.507034,1995.507034,19.95507034
2036,1430,1430,1280.2807,79.5,0,22.99982199,6,2818.780522,2562.527747,20.13414659
2037,0,1430,1068.7761,102,0,28.70457864,12,1211.480679,1001.223701,6.376214098
2038,0,1430,1640.515167,102,0,21.54925872,82,1846.064425,1386.975526,7.384257702
2039,0,1430,2125.9781,102,0,14.19338364,82,2324.171484,1587.440396,7.263035886
2040,0,1430,1714.113667,102,824.6,14.44862016,82,1912.562287,1187.550706,4.904005864
