year,capex,capex_cum,procurement,reservation,top_extra,holding,fixed_opex,total,discounted,served_total,sl_total,sl_critical,shortage,i_start_jan,reserve_required,cost_per_served
2035,90.0,90.0,1909.57,61.5,0.0,22.43,0.0,2083.5,2083.5,100.0,1.0,1.0,0.0,65.0,12.33,20.835
2036,1430.0,1520.0,1280.3,79.5,0.0,20.89,6.0,2816.69,2560.63,140.0,1.0,1.0,0.0,23.08,17.26,20.1192
2037,270.0,1790.0,2227.39,102.0,0.0,26.6,12.0,2637.98,2180.15,190.0,1.0,1.0,0.0,30.08,23.42,13.8841
2038,0.0,1790.0,2246.37,102.0,0.0,32.96,82.0,2463.33,1850.73,250.0,1.0,1.0,0.0,37.24,30.82,9.8533
2039,0.0,1790.0,1741.76,141.0,461.5,39.16,82.0,2003.92,1368.7,320.0,1.0,1.0,0.0,46.2,39.45,6.2622
2040,0.0,1790.0,1507.27,141.0,1286.1,39.38,82.0,1769.65,1098.81,390.0,1.0,1.0,0.0,54.75,48.08,4.5376
