year,capex,capex_cum,procurement,reservation,top_extra,holding,fixed_opex,total,discounted,served_total,sl_total,sl_critical,shortage,i_start_jan,reserve_required,cost_per_served
2035,0.0,0.0,1909.57,61.5,0.0,22.43,0.0,1993.5,1993.5,100.0,1.0,1.0,0.0,65.0,12.33,19.935
2036,1250.0,1250.0,1306.6,79.5,0.0,20.52,0.0,2656.62,2415.11,140.0,1.0,1.0,0.0,23.08,17.26,18.9758
2037,0.0,1250.0,1360.54,102.0,0.0,25.39,0.0,1487.93,1229.69,190.0,1.0,1.0,0.0,28.75,23.42,7.8312
2038,0.0,1250.0,1668.41,102.0,0.0,32.28,70.0,1872.69,1406.98,250.0,1.0,1.0,0.0,35.55,30.82,7.4908
2039,0.0,1250.0,2161.87,102.0,0.0,38.34,70.0,2372.21,1620.25,320.0,1.0,1.0,0.0,45.43,39.45,7.4132
2040,0.0,1250.0,1748.17,102.0,824.6,38.53,70.0,1958.7,1216.2,390.0,1.0,1.0,0.0,53.77,48.08,5.0223
