year,capex,capex_cum,procurement,reservation,top_extra,holding,fixed_opex,total,discounted,served_total,sl_total,sl_critical,shortage,i_start_jan,reserve_required,cost_per_served
2035,360.0,360.0,2855.04,68.5,0.0,23.22,0.0,3306.75,3306.75,100.0,1.0,1.0,0.0,65.0,12.33,33.0675
2036,1430.0,1790.0,1586.86,86.5,190.13,22.43,6.0,3131.8,2847.09,140.0,1.0,1.0,0.0,25.24,17.26,22.37
2037,0.0,1790.0,1805.88,148.0,150.39,27.73,12.0,1993.61,1647.61,190.0,1.0,1.0,0.0,31.42,23.42,10.4927
2038,0.0,1790.0,2130.33,169.0,0.0,33.88,82.0,2415.21,1814.58,250.0,1.0,1.0,0.0,38.82,30.82,9.6608
2039,0.0,1790.0,1784.88,169.0,461.5,40.1,82.0,2075.98,1417.92,320.0,1.0,1.0,0.0,47.45,39.45,6.4874
2040,0.0,1790.0,1555.35,169.0,1286.1,40.38,82.0,1846.73,1146.67,390.0,1.0,1.0,0.0,56.08,48.08,4.7352
