period,i_start,delivered,throughput,losses,served_total,served_critical,demand_total,demand_critical,shortage,i_end,storage_mode,orders,arrivals
2035-01,65.0,0,65.0,2.925,8.333,6.667,8.333,6.667,0.0,53.742,BASE,"{""C"": 10.83, ""B"": 4.23, ""A"": 8.17}",{}
2035-02,53.742,0,0.0,0.0,8.333,6.667,8.333,6.667,0.0,45.408,BASE,"{""C"": 10.83, ""B"": 8.33, ""A"": 8.17}",{}
2035-03,45.408,0,0.0,0.0,8.333,6.667,8.333,6.667,0.0,37.075,BASE,"{""C"": 10.83, ""B"": 8.33, ""A"": 8.17}",{}
2035-04,37.075,0,0.0,0.0,8.333,6.667,8.333,6.667,0.0,28.742,BASE,"{""C"": 10.83, ""B"": 8.33, ""A"": 8.17}",{}
2035-05,28.742,4.227,4.227,0.19,8.333,6.667,8.333,6.667,0.0,24.445,BASE,"{""C"": 10.83, ""B"": 8.52, ""A"": 8.17}","{""B"": 4.23}"
2035-06,24.445,8.333,8.333,0.375,8.333,6.667,8.333,6.667,0.0,24.07,BASE,"{""C"": 10.83, ""B"": 8.71, ""A"": 8.17}","{""B"": 8.33}"
2035-07,24.07,8.333,8.333,0.375,8.333,6.667,8.333,6.667,0.0,23.695,BASE,"{""C"": 10.83, ""B"": 8.71, ""A"": 8.17}","{""B"": 8.33}"
2035-08,23.695,8.333,8.333,0.375,8.333,6.667,8.333,6.667,0.0,23.32,BASE,"{""C"": 10.83, ""B"": 8.71, ""A"": 8.17}","{""B"": 8.33}"
2035-09,23.32,8.524,8.524,0.384,8.333,6.667,8.333,6.667,0.0,23.127,BASE,"{""C"": 10.83, ""B"": 9.17, ""A"": 8.17}","{""B"": 8.52}"
2035-10,23.127,8.708,8.708,0.392,8.333,6.667,8.333,6.667,0.0,23.11,BASE,"{""C"": 10.83, ""B"": 4.92, ""A"": 8.17}","{""B"": 8.71}"
2035-11,23.11,8.708,8.708,0.392,8.333,6.667,8.333,6.667,0.0,23.093,BASE,"{""C"": 10.83, ""B"": 3.89, ""A"": 8.17}","{""B"": 8.71}"
2035-12,23.093,8.708,8.708,0.392,8.333,6.667,8.333,6.667,0.0,23.076,BASE,"{""C"": 10.83, ""B"": 3.89, ""A"": 8.17}","{""B"": 8.71}"
2036-01,23.076,17.333,17.333,0.78,11.667,8.75,11.667,8.75,0.0,27.963,BASE,"{""C"": 10.83, ""B"": 4.28, ""A"": 11.08}","{""A"": 8.17, ""B"": 9.17}"
2036-02,27.963,13.09,13.09,0.589,11.667,8.75,11.667,8.75,0.0,28.797,BASE,"{""C"": 10.83, ""B"": 4.09, ""A"": 11.08}","{""A"": 8.17, ""B"": 4.92}"
2036-03,28.797,12.059,12.059,0.543,11.667,8.75,11.667,8.75,0.0,28.646,BASE,"{""C"": 10.83, ""B"": 4.04, ""A"": 11.08}","{""A"": 8.17, ""B"": 3.89}"
2036-04,28.646,12.059,12.059,0.543,11.667,8.75,11.667,8.75,0.0,28.495,BASE,"{""C"": 10.83, ""B"": 4.04, ""A"": 3.79}","{""A"": 8.17, ""B"": 3.89}"
2036-05,28.495,12.447,12.447,0.56,11.667,8.75,11.667,8.75,0.0,28.715,BASE,"{""C"": 10.83, ""B"": 4.06, ""A"": 1.5}","{""A"": 8.17, ""B"": 4.28}"
2036-06,28.715,12.256,12.256,0.552,11.667,8.75,11.667,8.75,0.0,28.753,BASE,"{""C"": 10.83, ""B"": 4.05, ""A"": 1.5}","{""A"": 8.17, ""B"": 4.09}"
2036-07,28.753,12.209,12.209,0.147,11.667,8.75,11.667,8.75,0.0,29.149,ZBO,"{""C"": 10.83, ""B"": 3.26, ""A"": 1.36}","{""A"": 8.17, ""B"": 4.04}"
2036-08,29.149,12.209,12.209,0.147,11.667,8.75,11.667,8.75,0.0,29.545,ZBO,"{""C"": 10.83, ""B"": 3.65, ""A"": 1.5}","{""A"": 8.17, ""B"": 4.04}"
2036-09,29.545,12.227,12.227,0.147,11.667,8.75,11.667,8.75,0.0,29.958,ZBO,"{""C"": 10.83, ""B"": 6.13}","{""A"": 8.17, ""B"": 4.06}"
2036-10,29.958,12.218,12.218,0.147,11.667,8.75,11.667,8.75,0.0,30.363,ZBO,"{""C"": 10.83, ""A"": 4.16}","{""A"": 8.17, ""B"": 4.05}"
2036-11,30.363,11.428,11.428,0.137,11.667,8.75,11.667,8.75,0.0,29.988,ZBO,"{""C"": 10.83, ""A"": 5.14}","{""A"": 8.17, ""B"": 3.26}"
2036-12,29.988,11.813,11.813,0.142,11.667,8.75,11.667,8.75,0.0,29.992,ZBO,"{""C"": 10.83, ""A"": 5.14}","{""A"": 8.17, ""B"": 3.65}"
2037-01,29.992,28.051,28.051,0.337,15.833,11.25,15.833,11.25,0.0,41.873,ZBO,"{""C"": 10.83, ""A"": 11.67}","{""C"": 10.83, ""A"": 11.08, ""B"": 6.13}"
2037-02,41.873,21.917,21.917,0.263,15.833,11.25,15.833,11.25,0.0,47.693,ZBO,"{""C"": 10.83, ""A"": 11.67}","{""C"": 10.83, ""A"": 11.08}"
2037-03,47.693,21.917,21.917,0.263,15.833,11.25,15.833,11.25,0.0,53.514,ZBO,"{""C"": 10.83, ""B"": 0.97, ""A"": 11.67}","{""C"": 10.83, ""A"": 11.08}"
2037-04,53.514,14.625,14.625,0.175,15.833,11.25,15.833,11.25,0.0,52.13,ZBO,"{""C"": 10.83, ""B"": 3.68, ""A"": 11.67}","{""C"": 10.83, ""A"": 3.79}"
