period,i_start,delivered,throughput,losses,served_total,served_critical,demand_total,demand_critical,shortage,i_end,storage_mode,orders,arrivals
2036-09,29.545,12.229,12.229,0.147,11.667,8.75,11.667,8.75,0.0,29.96,ZBO,"{""C"": 10.83, ""A"": 4.33}","{""A"": 11.0, ""B"": 1.23}"
2036-10,29.96,12.216,12.216,0.147,11.667,8.75,11.667,8.75,0.0,30.363,ZBO,"{""C"": 10.83, ""A"": 5.15}","{""A"": 11.0, ""B"": 1.22}"
2036-11,30.363,11.428,11.428,0.137,11.667,8.75,11.667,8.75,0.0,29.988,ZBO,"{""C"": 10.83, ""A"": 5.14}","{""A"": 11.0, ""B"": 0.43}"
2036-12,29.988,11.813,11.813,0.142,11.667,8.75,11.667,8.75,0.0,29.992,ZBO,"{""C"": 10.83, ""A"": 5.14}","{""A"": 11.0, ""B"": 0.81}"
2037-01,29.992,23.667,23.667,0.284,15.833,11.25,15.833,11.25,0.0,37.542,ZBO,"{""C"": 10.83, ""A"": 8.97}","{""C"": 10.83, ""A"": 12.83}"
2037-02,37.542,20.794,20.794,0.25,15.833,11.25,15.833,11.25,0.0,42.253,ZBO,"{""C"": 10.83, ""A"": 10.25}","{""C"": 10.83, ""A"": 9.96}"
2037-03,42.253,15.167,15.167,0.182,15.833,11.25,15.833,11.25,0.0,41.404,ZBO,"{""C"": 10.83, ""A"": 10.18, ""B"": 0.19}","{""C"": 10.83, ""A"": 4.33}"
2037-04,41.404,15.167,15.167,0.182,15.833,11.25,15.833,11.25,0.0,40.556,ZBO,"{""C"": 10.83, ""A"": 9.99, ""B"": 0.46}","{""C"": 10.83, ""A"": 4.33}"
2037-05,40.556,15.186,15.186,0.182,15.833,11.25,15.833,11.25,0.0,39.726,ZBO,"{""C"": 10.83, ""A"": 9.72, ""B"": 0.85}","{""C"": 10.83, ""A"": 4.35}"
2037-06,39.726,15.154,15.154,0.182,15.833,11.25,15.833,11.25,0.0,38.865,ZBO,"{""C"": 10.83, ""A"": 9.33, ""B"": 0.04}","{""C"": 10.83, ""A"": 4.32}"
2037-07,38.865,14.434,14.434,0.173,15.833,11.25,15.833,11.25,0.0,37.293,ZBO,"{""C"": 10.83, ""A"": 10.14, ""B"": 0.04}","{""C"": 10.83, ""A"": 3.41, ""B"": 0.19}"
2037-08,37.293,16.015,16.015,0.192,15.833,11.25,15.833,11.25,0.0,37.282,ZBO,"{""C"": 10.83, ""A"": 10.16, ""B"": 0.05}","{""C"": 10.83, ""A"": 4.72, ""B"": 0.46}"
2037-09,37.282,16.016,16.016,0.192,15.833,11.25,15.833,11.25,0.0,37.272,ZBO,"{""C"": 10.83, ""A"": 10.14}","{""C"": 10.83, ""A"": 4.33, ""B"": 0.85}"
2037-10,37.272,16.015,16.015,0.192,15.833,11.25,15.833,11.25,0.0,37.262,ZBO,"{""C"": 10.83, ""A"": 10.19}","{""C"": 10.83, ""A"": 5.15, ""B"": 0.04}"
2037-11,37.262,16.007,16.007,0.192,15.833,11.25,15.833,11.25,0.0,37.243,ZBO,"{""D"": 10.0, ""C"": 10.83, ""A"": 0.19}","{""C"": 10.83, ""A"": 5.14, ""B"": 0.04}"
2037-12,37.243,16.026,16.026,0.192,15.833,11.25,15.833,11.25,0.0,37.243,ZBO,"{""D"": 0.24, ""C"": 10.83, ""A"": 9.96}","{""C"": 10.83, ""A"": 5.14, ""B"": 0.05}"
2038-01,37.243,29.807,29.807,0.358,20.833,14.167,20.833,14.167,0.0,45.86,ZBO,"{""D"": 0.18, ""C"": 10.83, ""A"": 15.58}","{""C"": 10.83, ""A"": 8.97, ""D"": 10.0}"
2038-02,45.86,21.318,21.318,0.256,20.833,14.167,20.833,14.167,0.0,46.089,ZBO,"{""D"": 0.27, ""C"": 10.83, ""A"": 15.58}","{""C"": 10.83, ""A"": 10.25, ""D"": 0.24}"
2038-03,46.089,21.191,21.191,0.254,20.833,14.167,20.833,14.167,0.0,46.192,ZBO,"{""D"": 0.54, ""C"": 10.83, ""A"": 15.58}","{""C"": 10.83, ""A"": 10.18, ""D"": 0.18}"
2038-04,46.192,21.089,21.089,0.253,20.833,14.167,20.833,14.167,0.0,46.195,ZBO,"{""D"": 0.92, ""C"": 10.83, ""A"": 15.58}","{""C"": 10.83, ""A"": 9.99, ""D"": 0.27}"
2038-05,46.195,21.088,21.088,0.253,20.833,14.167,20.833,14.167,0.0,46.196,ZBO,"{""D"": 0.12, ""C"": 10.83, ""A"": 15.58}","{""C"": 10.83, ""A"": 9.72, ""D"": 0.54}"
2038-06,46.196,21.086,21.086,0.253,20.833,14.167,20.833,14.167,0.0,46.196,ZBO,"{""D"": 0.1, ""C"": 10.83, ""A"": 15.58}","{""C"": 10.83, ""A"": 9.33, ""D"": 0.92}"
2038-07,46.196,21.086,21.086,0.253,20.833,14.167,20.833,14.167,0.0,46.196,ZBO,"{""D"": 0.11, ""C"": 10.83, ""A"": 15.58}","{""C"": 10.83, ""A"": 10.14, ""D"": 0.12}"
2038-08,46.196,21.086,21.086,0.253,20.833,14.167,20.833,14.167,0.0,46.196,ZBO,"{""D"": 0.06, ""C"": 10.83, ""A"": 15.58}","{""C"": 10.83, ""A"": 10.16, ""D"": 0.1}"
2038-09,46.196,21.086,21.086,0.253,20.833,14.167,20.833,14.167,0.0,46.196,ZBO,"{""D"": 10.0, ""C"": 10.83, ""A"": 15.58}","{""C"": 10.83, ""A"": 10.14, ""D"": 0.11}"
2038-10,46.196,21.086,21.086,0.253,20.833,14.167,20.833,14.167,0.0,46.196,ZBO,"{""D"": 0.36, ""C"": 10.83, ""A"": 15.58}","{""C"": 10.83, ""A"": 10.19, ""D"": 0.06}"
2038-11,46.196,21.025,21.025,0.252,20.833,14.167,20.833,14.167,0.0,46.136,ZBO,"{""D"": 9.2, ""C"": 10.83, ""A"": 8.08}","{""C"": 10.83, ""A"": 0.19, ""D"": 10.0}"
2038-12,46.136,21.147,21.147,0.254,20.833,14.167,20.833,14.167,0.0,46.196,ZBO,"{""D"": 0.5, ""C"": 10.83, ""A"": 15.58}","{""C"": 10.83, ""A"": 9.96, ""D"": 0.36}"
2039-01,46.196,35.619,35.619,0.427,26.667,17.5,26.667,17.5,0.0,54.721,ZBO,"{""D"": 0.68, ""A"": 15.83}","{""C"": 10.83, ""A"": 15.58, ""D"": 9.2}"
2039-02,54.721,26.92,26.92,0.323,26.667,17.5,26.667,17.5,0.0,54.652,ZBO,"{""D"": 0.57, ""A"": 15.83}","{""C"": 10.83, ""A"": 15.58, ""D"": 0.5}"
2039-03,54.652,27.094,27.094,0.325,26.667,17.5,26.667,17.5,0.0,54.754,ZBO,"{""D"": 0.58, ""A"": 15.83}","{""C"": 10.83, ""A"": 15.58, ""D"": 0.68}"
2039-04,54.754,26.99,26.99,0.324,26.667,17.5,26.667,17.5,0.0,54.753,ZBO,"{""D"": 0.57, ""A"": 15.83}","{""C"": 10.83, ""A"": 15.58, ""D"": 0.57}"
2039-05,54.753,26.992,26.992,0.324,26.667,17.5,26.667,17.5,0.0,54.754,ZBO,"{""D"": 0.57, ""A"": 15.83}","{""C"": 10.83, ""A"": 15.58, ""D"": 0.58}"
2039-06,54.754,26.991,26.991,0.324,26.667,17.5,26.667,17.5,0.0,54.754,ZBO,"{""D"": 0.57, ""A"": 15.83}","{""C"": 10.83, ""A"": 15.58, ""D"": 0.57}"
2039-07,54.754,26.991,26.991,0.324,26.667,17.5,26.667,17.5,0.0,54.754,ZBO,"{""D"": 0.57, ""A"": 15.83}","{""C"": 10.83, ""A"": 15.58, ""D"": 0.57}"
2039-08,54.754,26.991,26.991,0.324,26.667,17.5,26.667,17.5,0.0,54.754,ZBO,"{""D"": 0.57, ""A"": 15.83}","{""C"": 10.83, ""A"": 15.58, ""D"": 0.57}"
2039-09,54.754,26.991,26.991,0.324,26.667,17.5,26.667,17.5,0.0,54.754,ZBO,"{""D"": 8.07, ""A"": 15.83}","{""C"": 10.83, ""A"": 15.58, ""D"": 0.57}"
2039-10,54.754,26.991,26.991,0.324,26.667,17.5,26.667,17.5,0.0,54.754,ZBO,"{""D"": 0.57, ""A"": 15.83, ""B"": 1.74}","{""C"": 10.83, ""A"": 15.58, ""D"": 0.57}"
2039-11,54.754,26.991,26.991,0.324,26.667,17.5,26.667,17.5,0.0,54.754,ZBO,"{""D"": 6.23, ""A"": 15.83}","{""C"": 10.83, ""A"": 8.08, ""D"": 8.07}"
2039-12,54.754,26.991,26.991,0.324,26.667,17.5,26.667,17.5,0.0,54.754,ZBO,"{""D"": 4.42, ""A"": 15.83, ""B"": 1.67}","{""C"": 10.83, ""A"": 15.58, ""D"": 0.57}"
2040-01,54.754,32.894,32.894,0.395,32.5,20.833,32.5,20.833,0.0,54.754,ZBO,"{""D"": 6.23}","{""C"": 10.83, ""A"": 15.83, ""D"": 6.23}"
2040-02,54.754,32.824,32.824,0.394,32.5,20.833,32.5,20.833,0.0,54.684,ZBO,"{""D"": 4.56, ""B"": 1.67}","{""C"": 10.83, ""A"": 15.83, ""B"": 1.74, ""D"": 4.42}"
2040-03,54.684,32.895,32.895,0.395,32.5,20.833,32.5,20.833,0.0,54.684,ZBO,"{""D"": 6.23}","{""C"": 10.83, ""A"": 15.83, ""D"": 6.23}"
2040-04,54.684,32.894,32.894,0.395,32.5,20.833,32.5,20.833,0.0,54.683,ZBO,"{""D"": 4.56, ""B"": 1.67}","{""C"": 10.83, ""A"": 15.83, ""B"": 1.67, ""D"": 4.56}"
2040-05,54.683,32.895,32.895,0.395,32.5,20.833,32.5,20.833,0.0,54.683,ZBO,"{""D"": 6.23}","{""C"": 10.83, ""A"": 15.83, ""D"": 6.23}"
2040-06,54.683,32.895,32.895,0.395,32.5,20.833,32.5,20.833,0.0,54.683,ZBO,"{""D"": 4.56, ""B"": 1.67}","{""C"": 10.83, ""A"": 15.83, ""B"": 1.67, ""D"": 4.56}"
2040-07,54.683,32.895,32.895,0.395,32.5,20.833,32.5,20.833,0.0,54.683,ZBO,"{""D"": 6.23}","{""C"": 10.83, ""A"": 15.83, ""D"": 6.23}"
2040-08,54.683,32.895,32.895,0.395,32.5,20.833,32.5,20.833,0.0,54.683,ZBO,"{""D"": 4.56, ""B"": 1.67}","{""C"": 10.83, ""A"": 15.83, ""B"": 1.67, ""D"": 4.56}"
2040-09,54.683,32.895,32.895,0.395,32.5,20.833,32.5,20.833,0.0,54.683,ZBO,"{""D"": 6.23}","{""C"": 10.83, ""A"": 15.83, ""D"": 6.23}"
2040-10,54.683,32.895,32.895,0.395,32.5,20.833,32.5,20.833,0.0,54.683,ZBO,"{""D"": 4.56}","{""C"": 10.83, ""A"": 15.83, ""B"": 1.67, ""D"": 4.56}"
2040-11,54.683,32.895,32.895,0.395,32.5,20.833,32.5,20.833,0.0,54.683,ZBO,{},"{""C"": 10.83, ""A"": 15.83, ""D"": 6.23}"
2040-12,54.683,32.895,32.895,0.395,32.5,20.833,32.5,20.833,0.0,54.683,ZBO,{},"{""C"": 10.83, ""A"": 15.83, ""B"": 1.67, ""D"": 4.56}"
