strategy,scenario,run_mode,total_mln,pv_mln,served_t,cost_per_served_t_mln,min_sl_total,min_sl_critical,shortage_t,min_reserve_margin_t,capex_2037_mln,capex_headroom_mln,hard_violations,failed_rules
S10,DEMAND_LOW,fixed_FINAL_BASE_plan,12864.593717,10280.145619,1112.0,11.568879,1.0,1.0,0.0,32.191451,1430.0,370.0,38,STORAGE_OVERFLOW:2037-11; STORAGE_OVERFLOW:2037-12; STORAGE_OVERFLOW:2038-01; STORAGE_OVERFLOW:2038-02; STORAGE_OVERFLOW:2038-03; STORAGE_OVERFLOW:2038-04; STORAGE_OVERFLOW:2038-05; STORAGE_OVERFLOW:2038-06; STORAGE_OVERFLOW:2038-07; STORAGE_OVERFLOW:2038-08; STORAGE_OVERFLOW:2038-09; STORAGE_OVERFLOW:2038-10; STORAGE_OVERFLOW:2038-11; STORAGE_OVERFLOW:2038-12; STORAGE_OVERFLOW:2039-01; STORAGE_OVERFLOW:2039-02; STORAGE_OVERFLOW:2039-03; STORAGE_OVERFLOW:2039-04; STORAGE_OVERFLOW:2039-05; STORAGE_OVERFLOW:2039-06; STORAGE_OVERFLOW:2039-07; STORAGE_OVERFLOW:2039-08; STORAGE_OVERFLOW:2039-09; STORAGE_OVERFLOW:2039-10; STORAGE_OVERFLOW:2039-11; STORAGE_OVERFLOW:2039-12; STORAGE_OVERFLOW:2040-01; STORAGE_OVERFLOW:2040-02; STORAGE_OVERFLOW:2040-03; STORAGE_OVERFLOW:2040-04; STORAGE_OVERFLOW:2040-05; STORAGE_OVERFLOW:2040-06; STORAGE_OVERFLOW:2040-07; STORAGE_OVERFLOW:2040-08; STORAGE_OVERFLOW:2040-09; STORAGE_OVERFLOW:2040-10; STORAGE_OVERFLOW:2040-11; STORAGE_OVERFLOW:2040-12
S10,DEMAND_HIGH,fixed_FINAL_BASE_plan,12254.424136,9846.731002,1447.599997,8.465339,0.79985643,1.0,225.400003,-60.10274,1430.0,370.0,8,BASE_TOTAL_SERVICE:2038; BASE_TOTAL_SERVICE:2039; BASE_TOTAL_SERVICE:2040; RESERVE_45D:2036; RESERVE_45D:2037; RESERVE_45D:2038; RESERVE_45D:2039; RESERVE_45D:2040
