year,capex_mln,capex_cumulative_mln,procurement_mln,reservation_mln,take_or_pay_extra_mln,holding_mln,fixed_opex_mln,total_mln,discounted_mln,cost_per_served_t_mln
2035,360,360,2832.5288,61.5,0,24.4498341,0,3278.478634,3278.478634,32.78478634
2036,1430,1790,1562.309,79.5,186.434,22.99982199,6,3100.808822,2818.917111,22.14863444
2037,0,1790,1793.1172,141,148.2048,28.8197004,12,1974.9369,1632.179257,10.39440474
2038,0,1790,2104.488,141,0,35.06643252,82,2362.554433,1775.022113,9.45021773
2039,0,1790,1741.7438,141,461.5,41.2579344,82,2006.001734,1370.126176,6.26875542
2040,0,1790,1507.2802,141,1286.1,41.47357188,82,1771.753772,1100.119696,4.542958389
