year,capex_mln,capex_cumulative_mln,procurement_mln,reservation_mln,take_or_pay_extra_mln,holding_mln,fixed_opex_mln,total_mln,discounted_mln,cost_per_served_t_mln
2035,0,0,1909.5572,61.5,0,24.4498341,0,1995.507034,1995.507034,19.95507034
2036,1430,1430,1320.3307,79.5,0,23.64823464,6,2859.478935,2599.526304,20.42484953
2037,0,1430,1304.3513,102,0,30.99801264,12,1449.349313,1197.809349,7.628154277
2038,0,1430,1640.515167,102,0,37.35711,82,1861.872277,1398.852199,7.447489107
2039,0,1430,2125.9781,102,0,43.5156522,82,2353.493752,1607.4679,7.354667976
2040,0,1430,1714.113667,102,824.6,43.77088872,82,1941.884555,1205.757527,4.979191168
